Name,Price,Release Date,SIM Support,Phone Dimensions,Phone Weight,Operating System,Screen Size,Screen Resolution,Screen Type,Screen Protection,Internal Memory,RAM,Card Slot,Processor,GPU,Type,Front Camera,Front Flash Light,Front Video Recording,Back Flash Light,Back Camera,Back Video Recording,Bluetooth,3G,4G/LTE,5G,Radio,WiFi,NFC
RealmeC11,"Rs.15,999",2020-07-07,Dual SIM (Nano-SIM dual stand-by),164.4 x 75.9 x 9.1 mm,196 g,Android 10,6.5 inches,720 x 1560 pixels,IPS LCD capacitive touchscreen 16M colors,No,32 GB,2 GB,Yes,Octa-core 2.3 GHz Cortex-A53,PowerVR GE8320,Non-removable Li-Po 5000 mAh battery,5 MP f/2.4,No,1080p@30fps,Yes,13 MP f/2.2,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No  ,
InfinixHot10,"Rs.18,200",01-09-2020,Dual SIM (Nano-SIM dual stand-by),171.1 x 77.6 x 8.9 mm,195 g,Android 10 XOS 6.0,6.78 inches,720 x 1640 pixels,IPS LCD capacitive touchscreen 16M colors,No,64/128 GB,4/6 GB,Yes,Octa-core (2x2.0 GHz Cortex-A75 & 6x1.7 GHz Cortex-A55),Mali-G52 2EEMC2,Li-Po 5200 mAh non-removable,8 MP f/2.0,No,1080p@30fps,Yes,16 MP + 2 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No  
InfinixZero8,"Rs.32,399",31-08-2020,Dual SIM (Nano-SIM dual stand-by),168.7 x 76.1 x 9.1 mm,205 g,Android 10,6.85 inches,1080 x 2460 Pixels,IPS LCD capacitive touchscreen 16M colors,No,128 GB,8 GB,Yes,Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55) ,Mali-G76 MC4,Li-Po 4500 mAh non-removable  ,48 MP + 8 MP,Yes,1080p@30fps,Yes,64 MP + 8 MP + 2 MP + 2 MP,4K@30fps 1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No  ,
QMobileQ130,"Rs.1,299",10-05-2020,Dual-Sim Dual Stand By,,,No,1.8 Inches  ,320 x 240 pixels,QQVGA,No,16 MB,No,Yes,No,No,1200mAh,No,No,No,No,No,No,Yes,No,No,FM radio,No,No,
itelPower700,"Rs.2,799",01-06-2020, Tripple Sim(  Dual SIM + Mini-SIM ),,,Featured OS,2.4 Inches,240 x 320 Pixels,QVGA,No,No,No,Yes,No,No,2500mAh Long Lasting Battery,No,No,No,Yes,VGA,Yes,Yes,No,No,FM radio,No,No,
TecnoPop4,"Rs.10,399",24-07-2020,Dual SIM (Nano-SIM dual stand-by),144.0 x 73.8 x 10.6 mm,183 G,Android 10 Go Edition,6 Inches  ,480 x 960 Pixels,IPS LCD capacitive touchscreen 16 Million colors,No,32 GB,2 GB,Yes,Quad-core 1.3 GHz Cortex-A7 (32nm),Mali -400 MP2,5000 mAh Li-polymer non-removable,5 MP,No,720p@30fps,Yes,8 MP,1080p@30fps,Yes,Yes,No,No,FM radio,Yes,No
Alcatel1SE,"Rs.16,499",10-09-2020,Dual Sim Dual Standby (Nano-SIM)  ,159.16 x 75.2 x 8.65 mm  ,175 g  ,Android 10 OS  ,6.2 inches,720 x 1520 Pixel,IPS LCD capacitive touchscreen 16M colors,No,64 GB,4 GB,Yes,1.6 Ghz Octa Core  ,IMG8322 550MHz ,(Li-Po Non removable) 4000 mAh  ,5 MP,Yes,1080p@30fps,Yes,13 MP + 5 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No,
InfinixSmartHD,"Rs.13,199",11-15-2020,Dual SIM (Nano-SIM dual stand-by),158.3 x 75.17 x 9.8mm  ,,Android 10 OS  ,6.1 Inches  ,720 x 1560 Pixels,IPS LCD capacitive touchscreen 16M colors,No,32 GB,2 GB,Yes,Quad-core 1.8 GHz Cortex-A53 Mediatek MT6580 (32nm),Mali-400MP2,Li-Po 5000 mAh non-removable,5 MP,No,720p@30fps,Yes,8 MP,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No  ,
QMobileE42020,"Rs.2,350",01-12-2020,Dual-SIM Dual Standby  ,,,No,2.4 Inches  ,320 x 240 pixels,QVGA Display,No,16 MB,16 MB,Yes,No,No,(Removable) 1800 mAh  ,No,No,No,Yes,VGA,Yes,Yes,No,No,FM radio ,No,No,
SamsungGalaxyS21Ultra,"Rs.199,999",05-02-2021,Hybrid Dual SIM (Nano-SIM dual stand-by),165.1 x 75.6 x 8.9 mm,229 g,Android 11 One UI 3.1,6.8 inches,1440 x 3200 pixels,Dynamic AMOLED 2X capacitive touchscreen 16M colors,Corning Gorilla Glass Victus,256 GB,12 GB,No,Exynos 2100 (5 nm) - International   Octa-core (2x2.73 GHz Mongoose M5 & 2x2.60 GHz Cortex-A76 & 4x2.0 GHz Cortex-A55) - GlobalOcta-core (1x2.84 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585) - USA,Mali-G77 MP11 - GlobalAdreno 650 - USA,Non-removable Li-Po 5000 mAh battery,40 MP f/2.2,No,2160p@30/60fps 1080p@30fps,Yes,108 MP + 12 MP + 10 MP + 10 MP,4320p@24fps 2160p@30/60fps 1080p@30/60/240fps 720p@960fps HDR10+ dual-video rec. stereo sound rec. gyro-EIS & OIS,Yes,Yes,Yes,Yes,FM radio ,Yes,Yes
OppoReno4,"Rs.57,500",05-06-2020,Dual SIM (Nano-SIM dual stand-by),159.3 x 74 x 7.8 mm,183 g ,Android 10 ColorOS 7.2,6.4 inches,1080 x 2400 pixels,AMOLED capacitive touchscreen 16M colors,Corning Gorilla Glass 6,128 GB,8 GB ,No,Octa-core (1x2.4 GHz Kryo 475 Prime & 1x2.2 GHz Kryo 475 Gold & 6x1.8 GHz Kryo 475 Silver),Adreno 620,Li-Po 4000 mAh non-removable,32 MP f/2  ,Yes,1080p@30fps,Yes,48 MP + 8 MP + 2 MP + 2 MP,4K@30fps 1080p@30/60/120fps,Yes,Yes,Yes,No,No,Yes,No
ItelA14Max,"Rs.4,699",2019,Dual SIM (Nano-SIM dual stand-by),162 g,Android™ 8.1 (Go edition),4.0 Inches,480 x 8000 pixels,IPS LCD capacitive touchscreen,Corning Gorilla Glass 3,16GB,512MB,microSDXC (dedicated slot),1.3GHz Quad-Core,Mali-G72 MP3,Non-removable Li-Po 3000 mAh battery,0.3 MP,No,1080p@30fps,Yes,2 MP,1080p@30fps,Yes,Yes,No,FM radio,Yes,No,,
TCL10Lite,"Rs.36,400",2020-05-19,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by),162.2 x 75.6 x 8.4 mm,180 g,Android 10 planned upgrade to Android 11 TCL UI,6.53 inches,1080 x 2340 pixels,IPS LCD capacitive touchscreen 16M colors,No,128 GB,6 GB,Yes,Octa-core (4x2.0 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 610,Non-removable Li-Po 4000 mAh battery,16 MP f/2.2,Yes,1080p@30fps,Yes,48 MP f/1.8,4K@30fps 1080p@30/120fps,Yes,Yes,Yes,FM radio recording,Yes,Yes,
TCL10Pro,"Rs.69,999",2020-05-19,Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM dual stand-by),158.5 x 72.4 x 9.2 mm,177 g,Android 10 planned upgrade to Android 11 TCL UI,6.47 inches,1080 x 2340 pixels,AMOLED capacitive touchscreen 16M colors,Corning Gorilla Glass,128GB,6GB  ,Yes,Octa-core (2x2.0 GHz Kryo 460 Gold & 6x1.7 GHz Kryo 460 Silver),Adreno 612,Non-removable Li-Po 4500 mAh battery,24 MP f/2.0,Yes,1080p@30fps,Yes,64 MP f/1.8,4K@30fps 1080p@30/60/120fps 720p@960fps gyro-EIS,Yes,Yes,Yes,FM radio recording,Yes,Yes,
Alcatel3x(2020),"Rs.17,999",2020-06-01,Hybrid Dual SIM (Nano-SIM dual stand-by),165 x 75 x 9.09 mm,186 g,Android 10,6.52 inches,720 x 1600 pixels,IPS LCD capacitive touchscreen 16M colors,2.5D Curved Glass,64 GB,4 GB,Yes,Octa-core (2x2.0 GHz Cortex-A53 & 6x1.45 GHz Cortex A53),PowerVR GE8320,Non-removable Li-Po 5000 mAh,8 MP f/2.0,Yes,1080P@30FPS,Yes,16 MP f/1.8,1080P@30FPS,Yes,Yes,Yes,FM radio recording,Yes,No  ,
RealmeC15,"Rs.24,800",01-09-2020, Dual Standby (Nano-SIM)  ,164.5 x 75.9 x 9.8 mm,209 g,Android 10 realme UI 1.0,6.5 Inches  ,720 x 1600 pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,Corning Gorilla Glass  ,64 GB,3/4 GB,Yes, Snapdragon 460,Adreno 610,(Li-Po Non removable) 6000 mAh ,8 MP f/2.0,Yes,1080p@30fps,Yes,13 MP + 8 MP + 2 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No  ,
SamsungGalaxyZFold2,"Rs.323,299",10--08-2020,Dual Sim Dual Standby (Nano-SIM) ,Unfolded: 159.2 x 128.2 x 6.9 mm Folded: 159.2 x 68 x 16.8 mm,282 g,Android 10 One UI 2.5,7.6 inches,1768 x 2208 pixels,Foldable Dynamic AMOLED 2X capacitive touchscreen 16M colors,No,256 GB,12 GB,No,Octa-core (1x3.09 GHz Kryo 585 & 3x2.42 GHz Kryo 585 & 4x1.8 GHz Kryo 585),Adreno 650,Non-removable Li-Po 4356 mAh battery,10 MP,Yes,4K@30fps 1080p@30fps,Yes,12 MP + 12 MP + 12 MP,4K@60fps 1080p@60/240fps,Yes,Yes,Yes,No,Yes,Yes,
RealmeC12,"Rs.16,099",26-08-2020,Dual SIM (Nano-SIM dual stand-by),164.4 x 75.9 x 9.1 mm,209 g,Android 10 realme UI 1.0,6.5 Inches,720 x 1560,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,Corning Gorilla Glass ,32 GB,3 GB,Yes,2.3 Ghz Octa Core Cotex-A53,PowerVR GE8320 (680 MHz)  ,(Li-Po Non removable) 6000 mAh  ,5 MP f/2.0,No,720p@30fps,Yes,13 MP + 2 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No  
MotorolaMotoG8PowerLite,"Rs.21,949",03-04-2020,Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by),164.9 x 75.8 x 9.2 mm,200 g,Android 9.0 (Pie),6.5 inches,720 x 1600 pixels,IPS LCD capacitive touchscreen 16M colors,No,64GB,4GB,Yes,Octa-core (4x2.3 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53),PowerVR GE8320,Non-removable Li-Po 5000 mAh battery,8 MP f/2.0,No,1080p@30fps,Yes,16 MP + 2 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No  ,
itelMuzik110,"Rs.1,599",01-06-2020,Dual SIM + Mini-SIM,119.5 x 51 x 13.mm,,,1.77 inches,No,QVGA,No,5MB + 4MB,No,Yes,SC6531C,No,Removable 1900 mAh battery,No,No,No,Yes,0.3 MP,VGA,Yes,No,No,FM radio,No,No,
QMobileQ130i,"Rs.1,400",01-06-2020,Dual-Sim Dual Stand By,,,No,1.8 Inches  ,320 x 240 pixels,QQVGA,No,16 MB,No,Yes,No,No,1000mAh,No,No,No,No,VGA,Yes,Yes,No,No,FM radio,No,No,
SamsungGalaxyA01Core,"Rs.13,999",O6-08-2020,Dual Sim Dual Standby (Nano-SIM)  ,141.7 x 67.5 x 8.6 mm,150 g,Android 10 Go edition ,5.3 inch,720x1480 pixels,IPS LCD capacitive touchscreen 16M colors,No,16/32 GB,1/2 GB,Yes,Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,Li-Ion 3000 mAh non-removable,5 MP,No,720p@30fps,Yes,8 MP,1080p@30fps,Yes,Yes,Yes,No,Yes,No  ,
QMobileE4x,"Rs.2,200",25-08-2020,Dual-Sim Dual Stand By,,,No, 2.4 Inches  ,320 x 240 pixels,QQVGA,No,16 MB,16 MB,Yes,No,No,Removable Li-Po 1800 mAh battery,No,No,No,Yes,VGA,Yes,Yes,No,No,FM radio,No,No,
itelA48,"Rs.11,299",01-11-2020,Dual Sim Dual Standby (Nano-SIM)  ,,,Android 10,6.1 inches,720 x 1520 Pixels,IPS LCD capacitive touchscreen 16M colors,No,32 GB,2 GB,Yes,1.4GHz Quad Core Processor,,Removable Li-Po 3000 mAh battery,5MP f/2.2,No,1080p@30fps,Yes,5 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No  
itelMuzik400Core,"Rs.1,899",10-10-2020,Dual Sim Dual Standby ,,,Featured OS,2.4 inches,240 x 320 Pixels,TFT,No,4 MB,4 MB,Yes,No,No,1900 mAh Removable,No,No,No,No,VGA,Yes,Yes,No,No,Yes,No,No,
InfinixHot10i,"Rs.20,099",20-06-2021,Dual SIM (Nano-SIM dual stand-by),,,Android 11 OS  ,6.6 Inches  ,720 x 1600 Pixels ,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,No,128 GB,4 GB,Yes,MediaTek Helio P65,,Li-Po 6000 mAh non-removable,5 MP,No,720p@30fps,Yes,13 MP + QVGA,1080p@30fps,Yes,Yes,Yes,No,FM radio ,Yes,No  
itelVision2,"Rs.15,399",04-03-2021,Dual SIM (Nano-SIM dual stand-by),,,Android™ 10 (Go Edition),6.6 inches,720 x 1600 pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,No,64 GB,3 GB,Yes,Octa-core 1.6GHz,,Li-Po 4000 mAh non-removable,8 MP,No,720p@30fps,Yes,13 MP ,1080p@30fps,Yes,Yes,Yes,No,Yes,No,
SamsungGalaxyS21,"Rs.136,999",05-02-2021, Hybrid Dual SIM (Nano-SIM dual stand-by),151.7 x 71.2 x 7.9 mm,171 g,Android 11 One UI 3.1,6.2 inches,1440 x 3200 pixels,Dynamic AMOLED 2X capacitive touchscreen 16M colors,Corning Gorilla Glass Victus,256 GB,8 GB,Yes,Exynos 2100 (5 nm) - International   Octa-core (1x2.9 GHz Cortex-X1 & 3x2.80 GHz Cortex-A78 & 4x2.2 GHz Cortex-A55) - International,Mali-G77 MP11 - GlobalAdreno 650 - USA,Non-removable Li-Po 4000 mAh battery,10 MP f/2.2,No,4K@30/60fps 1080p@30fps,Yes,64 MP + 12 MP +12 MP,8K@24/30fps 4K@30/60fps 1080p@30/60/240fps,Yes,Yes,Yes,FM radio ,Yes,Yes,
ItelA25Pro,"Rs.9,499",6th June 2020,Dual Sim Dual Standby (Micro-SIM) ,145.3 x 72.4 x 9.85 mm,163 g,AndroidTM 9.0,5 inches,720 x 1280,IPS HD LCD capacitive touchscreen,No,32GB,2GB,Yes,Quad-Core 1.4GHz,No,Li-Ion non removable 3020mAh,2 MP,Yes,720p@30fps,Yes,5 MP,720p@30fps,Yes,HSDPA 850 / 900 / 2100,4G LTE,FM radio,Yes,No,
QMobileViewMax,"Rs.12,499",2020-06-01,Dual SIM (Nano-SIM dual stand-by),175 g,Android 9.0 (Pie),6.6 inches,720 x 1280 pixels,IPS LCD capacitive touchscreen 16M colors,2.5D glass,32GB,2GB,Yes,Octa-core 1.8 GHz Cortex-A53,Non-removable Li-Po 3900 mAh,8 MP,Yes,1080p@30fps,Yes,Dual :13MP f/1.8 PDAF 2MP,1080p@30fps,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE band 1(2100) 3(1800) 5(850) 8(900) 38(2600) 40(2300) 41(2500),Yes,Wi-Fi 802.11 b/g/n Wi-Fi Direct hotspot,No,,,
QMobileView,"Rs.11,499",2019-08-01,Dual SIM (Nano-SIM dual stand-by),155 g,Android 9.0 (Pie),6.1 inches,720 x 1280 pixels,IPS LCD capacitive touchscreen,2.5D glass,32GB,2GB,Yes,1.3 GHZ Octa-Core,No,Non-removable Li-Po 4000 mAh,5 MP,Yes,1080p@30fps,Yes,Dual 13 MP + 2 MP,1080p@30fps,Yes,HSDPA 850 / 900 / 1900 / 2100,LTE,Yes,Wi-Fi 802.11 b/g/n Wi-Fi Direct hotspot,No,,
VivoY51s,"Rs.36,299",2020-07-29,Dual SIM (Nano-SIM dual stand-by),163.86 × 75.32 × 8.38 mm,188 g,Funtouch OS 11,6.58 inches,2408 × 1080 pixels,IPS LCD capacitive touchscreen 16M colors,No,128 GB,8 GB,No,SDM662,Adreno 610  ,Li-Po 5000 mAh non-removable,16 MP,No,1080p@30fps,Yes,48 MP + 8 MP + 2 MP,4K@30fps 1080p@30fps; gyro-EIS,Yes,Yes,Yes,No,No,Yes,No  
QMobileViewMaxPro,"Rs.13,899",01-07-2020,Dual Sim Dual Standby (Micro-SIM)  ,No,No,Android 10 OS,6.6 Inches  ,No,IPS LCD Capacitive Touchscreen 16M Colors Multitouch,No,32 GB,3 GB,Yes,1.6 Ghz Octa Core  ,No,(Li-ion Non removable) 4000 mAh  ,5 MP,Yes,Yes,Yes,13 MP,Yes,Yes,Yes,Yes,FM radio,Yes,No,
TecnoSpark6,"Rs.17,899",01-09-2019,Dual Sim Dual Standby (Nano-SIM)  ,170.8 x 77.3 x 9.2 mm,,Android 10 OS  ,7.0 Inches,720 x 1640 Pixels,IPS LCD capacitive touchscreen 16M colors,Corning Gorilla Glass  ,64 GB,4 GB,Yes,1.8 Ghz Octa Core  ,No,(Li-Po Non removable) 5000 mAh  ,8 MP,No,1080p@30fps,Yes,16 MP,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No  
itelValue100,"Rs.1,500",10-07-2020,Dual Sim Dual Standby (Nano-SIM)  ,115. x 49.9 x 14.2 mm,,No,1.8 Inches  ,720 x 1440 pixels, LCDQVGA,No,4 MB,No,Yes,No,No, Li-ion 1500mAh Battery ,No,No,No,Yes,No,No,Yes,No,No,FM radio,No,No,
TecnoCamon16Premier,"Rs.36,599",09-10-2020,Dual SIM (Nano-SIM dual stand-by),170.6 x 77.2 x 9.1 mm,,Android 10 HIOS 6.0,6.9 inches,1080 x 2460 pixels,IPS LCD capacitive touchscreen 16M colors,Corning Gorilla Glass  ,128GB,8GB ,Yes,Octa-core (2x2.05 GHz Cortex-A76 & 6x2.0 GHz Cortex-A55),Mali-G76 MC4,Li-Po 4500 mAh non-removable,48 MP + 8 MP,Yes,1080p@30fps,Yes,64 MP + 8 MP + 2 MP + 2 MP,4K@30fps 1080p@30fps 720p@960fps gyro-EIS,Yes,Yes,Yes,FM radio,Yes,No,
TecnoPova,"Rs.22,599",10-10-2020,Dual Sim Dual Standby (Nano-SIM)  ,171.23 x 77.57 x 9.4 mm ,196 g  ,Android 10 OS  ,6.8 Inches  ,720 x 1640 Pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch ,No,128 GB,6 GB,Yes,Octa Core  ,Helio G80,Li-Po 6000 mAh non-removable,8 MP,Yes,1080p@30fps,Yes,13 MP,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No  
TecnoSpark6Go,"Rs.13,499",30-10-2020,Dual SIM (Nano-SIM dual stand-by),165 x 76.3 x 9 mm,,Android 10 ,6.52 inches,720 x 1600 pixels,IPS LCD capacitive touchscreen 16M colors,No,32/64 GB,2/4 GB,Yes,1.8GHz Octa-Core,,Li-Po 5000 mAh non-removable,8 MP,No,720p@30fps,Yes,13 MP ,1080p@30fps,Yes,Yes,Yes,No,FM radio,Yes,No  
TecnoPOP4LTE,"Rs.12,499",25-05-2021,Dual SIM (Nano-SIM dual stand-by),168.0 x 79.0 x 10.55 mm,,Android 10 Go Edition,6.52 inches,540 x 1200 pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch ,No,32 GB,2 GB,Yes,MediaTek MT6739,PowerVR GE8100,Li-Po 5000 mAh removable,5 MP,No,1080p@30fps,Yes,5 MP,1080p@30fps,Yes,Yes,Yes,No,No,Yes,No
InfinixHot9Play,"Rs.15,999",09-04-2020,Dual SIM (Nano-SIM dual stand-by),171.8 x 78 x 8.9 mm,209 g,Android 9.0 Pie (Go edition),6.82 inches,720 x 1640 pixels,IPS LCD capacitive touchscreen 16M colors,No,32/64 GB,2/3/4 GB RAM,Yes,Quad-core 2.0 GHz Cortex-A53,PowerVR GE8300,Fast chargingNon-removable Li-Polymer 6000 mAh ,8 MP,No,1080p@30fps,Yes,13 MP,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
ItelVision1Plus,"Rs.13,799",15-02-2020,Dual Sim Dual Standby (Nano-SIM)  ,155.30 x 73.50 x 8.50 mm,169 g,AndroidTM 9 Pie,6.5 inches,1600*720,HD+ Waterdrop FullScreen ,No,32GB,3GB ,Yes,Octa-core 1.6GHz,IMG8322,Non-removable Li-Po 5000 mAh battery,8 MP,No,1080p@30fps,Yes,13 MP + 2 MP,1080p@30fps,Yes,Yes,Yes,FM radio,Yes,No,
ItelA33,"Rs.6,999",2020,Dual SIM (Nano-SIM dual stand-by),156.7 x 74.7 x 8.9 mm,153 g,AndroidTM 8.1 (Go edition),5.0 inches,854 x 480 pixels,IPS LCD Touchscreen,Corning Gorilla Glass 6,16GB,1GB ,MicroSD Card ,Quad-Core 1.3GHz,PowerVR GE8322,Non-removable Li-Po 2200 mAh battery,2 MP,No,1080p@30fps,Yes,5 MP,2160p@30fps 1080p@30fps,Yes,Yes,No,No,FM radio,Yes,Yes (market/region dependent)
ItelA25,"Rs.8,499",2020-01-10,Dual Sim Dual Standby (Micro-SIM),,,Android v9.0 (Pie),5.0 inches,HD (720 x 1280 pixels),IPS LCD,No,16 GB,1 GB,Yes,Quad core 1.4 GHz,No,Li-Ion non removable3020 mAh,2MP,Yes,720p@30fps,Yes,5MP,720p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
ItelMagic2Max,"Rs.2,599",2020-06-30,Dual SIM (dual standby),139 x 58.8 x 11.9 mm,No,Featured OS,2.8 Inch,240 x 320 Pixels,TFT non-touch screen 265 A color,No,8Mb,8Mb,Yes,No,No,1900 MAh Lithium Polymer removable,No,No,No,Yes,1.3 Megapixel,VGA,Yes,No,No,Yes,No,No,
TecnoCamon16Pro,"Rs.27,399",26-02-2021,Dual Sim Dual Standby (Nano-SIM)  ,170.9 x 77.2 x 9.2 mm,207 g,Android 10 HIOS 7.0,6.8 inches,720 x 1640 pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,Corning Gorilla Glass 3,128 GB,6 GB,Yes,Mediatek Helio G70 (12 nm),Mali-G52 2EEMC2,Li-Po 5000 mAh non-removable,16 MP f/2.0,Yes,1080p@30fps,Yes,64 MP + 8 MP + 2 MP,4K@30fps 1080p@30/60/120fps,Yes,Yes,Yes,No,FM radio,Yes,No
QMobileECO100,"Rs.1,799",09-07-2018,Dual Sim Dual Standby (Nano-SIM)  ,,,No,2.4 inches,320 x 240 pixels,LCD Dsiplay ,No,No,No,Yes,No,No,Removable Li-Po 	1800 mAh  battery,No,No,No,Yes,VGA,Yes,Yes,No,No,No,No,No,
TecnoCamon16SE,"Rs.24,499",28-10-2020,Dual SIM (Nano-SIM dual stand-by),164.5 x 76.5 x 8.95 mm  ,,Android 10.0 OS  ,6.6 Inches,720 x 1600 pixels,IPS LCD Capacitive Touchscreen 16M Colors Multitouch  ,No,128 GB,6 GB,Yes,MediaTek Helio G70  ,,Li-Po 5000 mAh non-removable,16 MP,No,1080p@30fps,Yes,48 MP + 2 MP + 2 MP ,1080p@30fps,Yes,Yes,Yes,No,Yes,Yes,No
